epoch,acc,loss,lr,val_acc,val_loss
0,0.42945544554455445,6.578721948189311,0.001,0.5152636453247423,6.251304206971654
1,0.525233644859813,5.522825001630456,0.001,0.43293246976982985,5.954414511035704
2,0.5383177570093458,4.904657999377385,0.001,0.4884366328025945,5.014213326460338
3,0.5775700935322177,4.29189682690154,0.001,0.5874190561811092,4.051566295994309
4,0.5856697819500326,3.7980038871646298,0.001,0.5966697507826516,3.5612085024368754
5,0.6261682243176339,3.339109150865739,0.001,0.6308973175744895,3.155371883420565
6,0.6358255451713396,3.0167451350488395,0.001,0.5467160033694469,3.137563318813652
7,0.6454828661178874,2.7386555442928895,0.001,0.5226641998701246,3.36268576949311
8,0.6557632398753894,2.5812595290186993,0.001,0.5938945417598263,2.5587607115975803
9,0.661059189956879,2.349039376933255,0.001,0.600370027310974,2.454973052322148
10,0.6570093457943925,2.242062843774338,0.001,0.6438482891730309,2.193551882233033
11,0.6809968847723393,2.080248303873888,0.001,0.6290471790897747,2.155705547575373
12,0.6887850467661089,1.9326797840379852,0.001,0.5911193336192156,2.2266151018433833
13,0.6928348909285952,1.8697521263193861,0.001,0.6299722480840092,1.9746403491243403
14,0.685981308411215,1.7809206000741025,0.001,0.6281221092133253,1.9864148286401289
15,0.7218068536568282,1.665825064531368,0.001,0.6299722480840092,1.8357561528958402
16,0.7034267912772586,1.6334189298368318,0.001,0.6308973173539358,1.8283725276685885
17,0.7146417445854234,1.5660965925436525,0.001,0.6133209996263149,1.7982280907203045
18,0.7221183800994422,1.5032849958009808,0.001,0.5948196110297529,1.7800065566829573
19,0.7242990654948345,1.44923066721527,0.001,0.6669750227959039,1.664371410968897
20,0.7448598130841122,1.3782992960136629,0.001,0.6373728029050836,1.5761882303821941
21,0.7224299065049192,1.3826625882650834,0.001,0.4939870491940924,2.294561878163764
22,0.7392523363743244,1.330342147283465,0.001,0.6716003696969215,1.4720097899326674
23,0.732398753894081,1.2984156272864416,0.001,0.6105457915959812,1.7513624632612188
24,0.7436137072022458,1.2853649276067907,0.001,0.6466234969276725,1.5972002551690172
25,0.75451713403066,1.2231585732130246,0.001,0.6290471780972829,1.4761535025216383
26,0.7760124609849164,1.1750782965871032,0.001,0.6429232189106125,1.4538586302888714
27,0.7598130841121495,1.1662049351451553,0.001,0.6142460680140267,1.6960067335485198
28,0.7644859813826849,1.1785816274328025,0.001,0.6558741906194308,1.4166815104471324
29,0.764485981345548,1.1580489862002317,0.001,0.5975948192806403,1.6951836826181543
30,0.747663551439006,1.186837072201607,0.001,0.6716003698071984,1.4585574356964845
31,0.7887850466546983,1.087652938685313,0.001,0.6549491209359659,1.4407832718468947
32,0.7803738317014273,1.0860062519709268,0.001,0.6419981500266548,1.4994455502057495
33,0.7629283489096573,1.1173565569696398,0.001,0.600370027310974,1.692473124288829
34,0.8087227414330218,0.9910878310693758,0.0003162278,0.7076780755248586,1.231561953110567
35,0.8392523365228718,0.8895964089212388,0.0003162278,0.7058279377569433,1.2191056345040658
36,0.8489096573208723,0.8618138316264405,0.0003162278,0.6891766880310651,1.2492408955350836
37,0.8672897196261682,0.8071096674675511,0.0003162278,0.6956521745747046,1.2873080527749357
38,0.8479750778444831,0.8286426446148168,0.0003162278,0.7049028678804939,1.2650039139773204
39,0.8750778816199377,0.7594852547036525,0.0003162278,0.6965772434586623,1.2649574201488583
40,0.8825545171710932,0.7665654524093105,0.0003162278,0.6910268271774412,1.2904349862150744
41,0.8872274143302181,0.7223780833300771,0.000100000005,0.7169287703193855,1.2417112531538477
42,0.9043613706422372,0.6701992451958938,0.000100000005,0.7104532836654691,1.2805286022825002
43,0.9155763239132653,0.6604480201210189,0.000100000005,0.7178538392033431,1.2890655371351003
44,0.9152647974706513,0.6462758028618644,0.000100000005,0.7243293253610137,1.2933248547246123
45,0.9087227413587481,0.6655721137828173,0.000100000005,0.714153562178775,1.3258808602016354
